Lab nr.	Matrix	Rapp.frist 01.02.21   Prøvested	LIMS NR	Unit1	Unit2	Unit3	Label	Data	Data>LOQ	LOQ	Unit	HalfLOD	Det_freq
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-118	193	193		ng/g	193	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-122	"0,873"	"0,873"		ng/g	"0,873"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-123	"4,53"	"4,53"		ng/g	"4,53"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Sum-PenCB	808	808		ng/g	808	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-128	"78,1"	"78,1"		ng/g	"78,1"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-138	454	454		ng/g	454	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-141	"8,14"	"8,14"		ng/g	"8,14"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-149	"60,4"	"60,4"		ng/g	"60,4"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-153	654	654		ng/g	654	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-156	"20,7"	"20,7"		ng/g	"20,7"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-157	"6,43"	"6,43"		ng/g	"6,43"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-167	"19,9"	"19,9"		ng/g	"19,9"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Sum-HexCB	854	854		ng/g	854	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-170	"46,6"	"46,6"		ng/g	"46,6"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-180	110	110		ng/g	110	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-183	"56,9"	"56,9"		ng/g	"56,9"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-187	"58,7"	"58,7"		ng/g	"58,7"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-189	"3,21"	"3,21"		ng/g	"3,21"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Sum-HepCB	357	357		ng/g	357	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-194	"29,3"	"29,3"		ng/g	"29,3"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-206	"24,8"	"24,8"		ng/g	"24,8"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PCB-209	"4,06"	"4,06"		ng/g	"4,06"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Sum 7 PCB	1570	1570		ng/g	1570	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Sum all PCB	2400	2400		ng/g	2400	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	TBA	"-0,0564"		"0,0564"	ng/g	"0,0282"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-17	"-0,0289"		"0,0289"	ng/g	"0,0144"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-28	"0,265"	"0,265"		ng/g	"0,265"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-47	"15,9"	"15,9"		ng/g	"15,9"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-49	"2,45"	"2,45"		ng/g	"2,45"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-66	"-0,0220"		"0,0220"	ng/g	"0,0110"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-71	"-0,0172"		"0,0172"	ng/g	"0,00860"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-77	"-0,0169"		"0,0169"	ng/g	"0,00845"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-85	"-0,0198"		"0,0198"	ng/g	"0,00990"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-99	"0,886"	"0,886"		ng/g	"0,886"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-100	"4,78"	"4,78"		ng/g	"4,78"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-119	"0,0549"	"0,0549"		ng/g	"0,0549"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-126	"0,0723"	"0,0723"		ng/g	"0,0723"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-138	"-0,0548"		"0,0548"	ng/g	"0,0274"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-153	"0,153"	"0,153"		ng/g	"0,153"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-154	"1,55"	"1,55"		ng/g	"1,55"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-156	"-0,0842"		"0,0842"	ng/g	"0,0421"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-183	"-0,0361"		"0,0361"	ng/g	"0,0181"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-184	"0,0687"	"0,0687"		ng/g	"0,0687"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-191	"-0,0483"		"0,0483"	ng/g	"0,0242"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-196	"-0,0665"		"0,0665"	ng/g	"0,0333"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-197	"-0,0520"		"0,0520"	ng/g	"0,0260"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-202	"0,0843"	"0,0843"		ng/g	"0,0843"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-206	"-0,217"		"0,217"	ng/g	"0,108"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-207	"-0,137"		"0,137"	ng/g	"0,0685"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBDE-209	"-1,83"		"1,83"	ng/g	"0,915"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	ATE (TBP-AE)	"-0,0658"		"0,0658"	ng/g	"0,0329"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	a-TBECH	"-0,520"		"0,520"	ng/g	"0,260"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	b-TBECH	"-0,384"		"0,384"	ng/g	"0,192"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	g/d-TBECH	"-0,214"		"0,214"	ng/g	"0,107"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	BATE	"-0,0735"		"0,0735"	ng/g	"0,0368"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBT	"-0,148"		"0,148"	ng/g	"0,0740"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBEB	"-0,0807"		"0,0807"	ng/g	"0,0404"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	PBBZ	"-1,23"		"1,23"	ng/g	"0,615"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	HBB	"-0,480"		"0,480"	ng/g	"0,240"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	DPTE	"-0,0632"		"0,0632"	ng/g	"0,0316"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	EHTBB	"-0,0883"		"0,0883"	ng/g	"0,0441"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	BTBPE	"-0,146"		"0,146"	ng/g	"0,0730"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"-0,353"		"0,353"	ng/g	"0,176"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	DBDPE	"-68,7"		"68,7"	ng/g	"34,3"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	SCCP	"-50,8"		"50,8"	ng/g	"25,4"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	MCCP	"-13,1"		"13,1"	ng/g	"6,54"	ND
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	"4,4-bis-A"				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	"2,4-bis-A"				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Bis-FL				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Bis-B				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	Bis-E				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	"4,4-bis-S"				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	"2,4-bis-S"				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	"4,4-bis-F"				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	"2,4-bis-F"				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	"2,2-bis-F"				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	bis-M				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	bis-Z				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	bis-AF				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	bis-AP				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	TBBPA				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	4-tert-octylphenol				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	4-octylphenol				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	4-nonylphenol				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	AO Mb1				ng/g		NA
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	D4	"34,1"	"34,1"		ng/g	"34,1"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	D5	627	627		ng/g	627	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	D6	"46,3"	"46,3"		ng/g	"46,3"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	M3T	"9,22"	"9,22"		ng/g	"9,22"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	52  Cr  [ He ]	"0,0234"	"0,0234"		ug/g	"0,0234"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	56  Fe  [ He ]	"15,1"	"15,1"		ug/g	"15,1"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	60  Ni  [ He ]	"0,0548"	"0,0548"		ug/g	"0,0548"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	63  Cu  [ He ]	"3,38"	"3,38"		ug/g	"3,38"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	66  Zn  [ He ]	"15,6"	"15,6"		ug/g	"15,6"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	75  As  [ He ]	"8,26"	"8,26"		ug/g	"8,26"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	107  Ag  [ No Gas ]	"2,74"	"2,74"		ug/g	"2,74"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	111  Cd  [ No Gas ]	"0,0306"	"0,0306"		ug/g	"0,0306"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	121  Sb  [ No Gas ]	"0,00273"	"0,00273"		ug/g	"0,00273"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	208  Pb  [ No Gas ]	"0,0261"	"0,0261"		ug/g	"0,0261"	>LOQ
20/2099	"Torsk, lever"		NR-2020-08413	ng/g	ug/g	ng/g	202  Hg  [ No Gas ]				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Fettprosent	"19,6"	"19,6"			"19,6"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PeCB	"0,354"	"0,354"		ng/g	"0,354"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	HCB	"2,64"	"2,64"		ng/g	"2,64"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-18	"0,358"	"0,358"		ng/g	"0,358"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-28	"2,38"	"2,38"		ng/g	"2,38"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-31	"0,227"	"0,227"		ng/g	"0,227"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-33	"0,105"	"0,105"		ng/g	"0,105"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-37	"0,0306"	"0,0306"		ng/g	"0,0306"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Sum-TriCB	"6,24"	"6,24"		ng/g	"6,24"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-47	"13,0"	"13,0"		ng/g	"13,0"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-52	"12,4"	"12,4"		ng/g	"12,4"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-66	"20,0"	"20,0"		ng/g	"20,0"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-74	"13,6"	"13,6"		ng/g	"13,6"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Sum-TetCB	"84,9"	"84,9"		ng/g	"84,9"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-99	"91,2"	"91,2"		ng/g	"91,2"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-101	"46,7"	"46,7"		ng/g	"46,7"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-105	"42,2"	"42,2"		ng/g	"42,2"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-114	"2,67"	"2,67"		ng/g	"2,67"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-118	111	111		ng/g	111	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-122	"0,200"	"0,200"		ng/g	"0,200"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-123	"2,71"	"2,71"		ng/g	"2,71"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Sum-PenCB	381	381		ng/g	381	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-128	"47,1"	"47,1"		ng/g	"47,1"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-138	279	279		ng/g	279	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-141	"4,82"	"4,82"		ng/g	"4,82"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-149	"18,0"	"18,0"		ng/g	"18,0"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-153	401	401		ng/g	401	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-156	"14,6"	"14,6"		ng/g	"14,6"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-157	"4,74"	"4,74"		ng/g	"4,74"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-167	"15,4"	"15,4"		ng/g	"15,4"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Sum-HexCB	494	494		ng/g	494	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-170	"28,1"	"28,1"		ng/g	"28,1"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-180	"77,2"	"77,2"		ng/g	"77,2"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-183	"34,4"	"34,4"		ng/g	"34,4"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-187	"31,6"	"31,6"		ng/g	"31,6"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-189	"2,36"	"2,36"		ng/g	"2,36"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Sum-HepCB	225	225		ng/g	225	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-194	"18,3"	"18,3"		ng/g	"18,3"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-206	"12,1"	"12,1"		ng/g	"12,1"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PCB-209	"1,87"	"1,87"		ng/g	"1,87"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Sum 7 PCB	930	930		ng/g	930	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Sum all PCB	1220	1220		ng/g	1220	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	TBA	"-0,0564"		"0,0564"	ng/g	"0,0282"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-17	"-0,0289"		"0,0289"	ng/g	"0,0144"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-28	"0,129"	"0,129"		ng/g	"0,129"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-47	"6,62"	"6,62"		ng/g	"6,62"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-49	"0,606"	"0,606"		ng/g	"0,606"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-66	"-0,0220"		"0,0220"	ng/g	"0,0110"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-71	"-0,0172"		"0,0172"	ng/g	"0,00860"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-77	"-0,0169"		"0,0169"	ng/g	"0,00845"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-85	"-0,0198"		"0,0198"	ng/g	"0,00990"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-99	"0,212"	"0,212"		ng/g	"0,212"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-100	"2,83"	"2,83"		ng/g	"2,83"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-119	"0,0481"	"0,0481"		ng/g	"0,0481"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-126	"0,0314"	"0,0314"		ng/g	"0,0314"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-138	"-0,0548"		"0,0548"	ng/g	"0,0274"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-153	"-0,0515"		"0,0515"	ng/g	"0,0258"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-154	"0,789"	"0,789"		ng/g	"0,789"	>LOQ
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-156	"-0,0842"		"0,0842"	ng/g	"0,0421"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-183	"-0,0361"		"0,0361"	ng/g	"0,0181"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-184	"-0,0344"		"0,0344"	ng/g	"0,0172"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-191	"-0,0483"		"0,0483"	ng/g	"0,0242"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-196	"-0,0665"		"0,0665"	ng/g	"0,0333"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-197	"-0,0520"		"0,0520"	ng/g	"0,0260"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-202	"-0,0779"		"0,0779"	ng/g	"0,0390"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-206	"-0,217"		"0,217"	ng/g	"0,108"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-207	"-0,137"		"0,137"	ng/g	"0,0685"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBDE-209	"-1,83"		"1,83"	ng/g	"0,915"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	ATE (TBP-AE)	"-0,0658"		"0,0658"	ng/g	"0,0329"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	a-TBECH	"-0,520"		"0,520"	ng/g	"0,260"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	b-TBECH	"-0,384"		"0,384"	ng/g	"0,192"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	g/d-TBECH	"-0,214"		"0,214"	ng/g	"0,107"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	BATE	"-0,0735"		"0,0735"	ng/g	"0,0368"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBT	"-0,148"		"0,148"	ng/g	"0,0740"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBEB	"-0,0807"		"0,0807"	ng/g	"0,0404"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	PBBZ	"-1,23"		"1,23"	ng/g	"0,615"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	HBB	"-0,480"		"0,480"	ng/g	"0,240"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	DPTE	"-0,0632"		"0,0632"	ng/g	"0,0316"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	EHTBB	"-0,0883"		"0,0883"	ng/g	"0,0441"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	BTBPE	"-0,146"		"0,146"	ng/g	"0,0730"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"-0,353"		"0,353"	ng/g	"0,176"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	DBDPE	"-68,7"		"68,7"	ng/g	"34,3"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	SCCP	"-65,4"		"65,4"	ng/g	"32,7"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	MCCP	"-29,9"		"29,9"	ng/g	"14,9"	ND
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	"4,4-bis-A"				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	"2,4-bis-A"				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Bis-FL				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Bis-B				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	Bis-E				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	"4,4-bis-S"				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	"2,4-bis-S"				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	"4,4-bis-F"				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	"2,4-bis-F"				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	"2,2-bis-F"				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	bis-M				ng/g		NA
20/2100	"Torsk, lever"		NR-2020-08414	ng/g	ug/g	ng/g	bis-Z				ng/g		NA
